Time,Target Motor Position,Motor Position,Motor Velocity,Motor Applied Torque,Motor calculated Torque,Ankle Position,Ankle Velocity,Ankle Applied Torque,Ankle Calculated Torque,Kp,Kd
0.0,0.0,-1.037333774434046e-07,1.4952322544559138e-06,0.0,0.0,9.439190762350336e-08,-3.386766593393986e-06,0.0,0.0,1000.0,5.0
0.0011904761904761906,0.0,-1.037333774434046e-07,1.4952322544559138e-06,5.0697417464107275e-05,5.0697417464107275e-05,9.439190762350336e-08,-3.386766593393986e-06,0.00012214237358421087,0.00012214237358421087,1000.0,5.0
0.002380952380952381,0.0,-1.037333774434046e-07,5.351336312742205e-06,7.469316915376112e-05,7.469316915376112e-05,9.439190762350336e-08,-2.3444549697160255e-06,0.00012214237358421087,0.00012214237358421087,1000.0,5.0
0.0035714285714285718,0.0,-1.037333774434046e-07,1.0160697456740309e-05,7.589587039547041e-05,7.589587039547041e-05,9.439190762350336e-08,-2.2840067686047405e-06,7.00267992215231e-05,7.00267992215231e-05,1000.0,5.0
0.004761904761904762,0.0,-1.037333774434046e-07,1.4068295058677904e-05,6.379999103955925e-05,6.379999103955925e-05,9.439190762350336e-08,-2.081750835714047e-06,6.700438098050654e-05,6.700438098050654e-05,1000.0,5.0
0.005952380952380953,0.0,-1.037333774434046e-07,1.6882660929695703e-05,4.778444781550206e-05,4.778444781550206e-05,9.439190762350336e-08,-1.8045607248495799e-06,5.6891589338192716e-05,5.6891589338192716e-05,1000.0,5.0
0.0071428571428571435,0.0,-1.037333774434046e-07,1.8746082787401974e-05,3.279263182776049e-05,3.279263182776049e-05,9.439190762350336e-08,-1.5383401432700339e-06,4.3032083340222016e-05,4.3032083340222016e-05,1000.0,5.0
0.008333333333333335,0.0,-1.037333774434046e-07,1.9884644643752836e-05,2.0789611880900338e-05,2.0789611880900338e-05,9.439190762350336e-08,-1.321792183262005e-06,2.972105357912369e-05,2.972105357912369e-05,1000.0,5.0
0.009523809523809525,0.0,-1.037333774434046e-07,2.051885167020373e-05,1.211009657708928e-05,1.211009657708928e-05,9.439190762350336e-08,-1.1633484291451168e-06,1.889365739771165e-05,1.889365739771165e-05,1000.0,5.0
0.010714285714285714,0.0,-1.037333774434046e-07,2.0829065761063248e-05,6.331826170935528e-06,6.331826170935528e-06,9.439190762350336e-08,-1.0567756589807686e-06,1.0971467418130487e-05,1.0971467418130487e-05,1000.0,5.0
