Time,Target Motor Position,Motor Position,Motor Velocity,Motor Applied Torque,Motor calculated Torque,Ankle Position,Ankle Velocity,Ankle Applied Torque,Ankle Calculated Torque,Kp,Kd
0.0,0.0,-1.037333774434046e-07,1.510186280029302e-06,0.0,0.0,9.439190762350336e-08,-3.4206379950774135e-06,0.0,0.0,2000.0,5.0
0.000925925925925926,0.0,-1.037333774434046e-07,5.189366220292868e-06,8.818194328341633e-05,8.818194328341633e-05,9.439190762350336e-08,-2.624452918098541e-06,0.00012383595458231866,0.00012383595458231866,2000.0,5.0
0.001851851851851852,0.0,-1.037333774434046e-07,1.2098655133740976e-05,0.00012935289123561233,0.00012935289123561233,9.439190762350336e-08,-3.1511913221038412e-06,8.402670209761709e-05,8.402670209761709e-05,2000.0,5.0
0.002777777777777778,0.0,-1.037333774434046e-07,1.9093946320936084e-05,0.00013712525833398104,0.00013712525833398104,9.439190762350336e-08,-3.3408844046789454e-06,0.00011036361684091389,0.00011036361684091389,2000.0,5.0
0.003703703703703704,0.0,-1.037333774434046e-07,2.5238572561647743e-05,0.0001260413118870929,0.0001260413118870929,9.439190762350336e-08,-3.1957933970261365e-06,0.00011984826414845884,0.00011984826414845884,2000.0,5.0
0.004629629629629629,0.0,-1.037333774434046e-07,3.0241419153753668e-05,0.00010629461030475795,0.00010629461030475795,9.439190762350336e-08,-2.8729057248710888e-06,0.00011259371240157634,0.00011259371240157634,2000.0,5.0
0.005555555555555555,0.0,-1.037333774434046e-07,3.4092485293513164e-05,8.422442624578252e-05,8.422442624578252e-05,9.439190762350336e-08,-2.4905941700126277e-06,9.644933743402362e-05,9.644933743402362e-05,2000.0,5.0
0.00648148148148148,0.0,-1.037333774434046e-07,3.691660094773397e-05,6.339585524983704e-05,6.339585524983704e-05,9.439190762350336e-08,-2.119451664839289e-06,7.733375241514295e-05,7.733375241514295e-05,2000.0,5.0
0.007407407407407406,0.0,-1.037333774434046e-07,3.88930129702203e-05,4.5526154281105846e-05,4.5526154281105846e-05,9.439190762350336e-08,-1.7952762618733686e-06,5.877662988496013e-05,5.877662988496013e-05,2000.0,5.0
0.008333333333333331,0.0,-1.037333774434046e-07,4.020915730507113e-05,3.1179763027466834e-05,3.1179763027466834e-05,9.439190762350336e-08,-1.5315318933062372e-06,4.2567862692521885e-05,4.2567862692521885e-05,2000.0,5.0
0.009259259259259257,0.0,-1.037333774434046e-07,4.1035807953448966e-05,2.0258774384274147e-05,2.0258774384274147e-05,9.439190762350336e-08,-1.328497774011339e-06,2.9380640626186505e-05,2.9380640626186505e-05,2000.0,5.0
0.010185185185185183,0.0,-1.037333774434046e-07,4.151613393332809e-05,1.2331823199929204e-05,1.2331823199929204e-05,9.439190762350336e-08,-1.1795805221481714e-06,1.9228933524573222e-05,1.9228933524573222e-05,2000.0,5.0
0.011111111111111108,0.0,-1.037333774434046e-07,4.176302536507137e-05,6.842065886303317e-06,6.842065886303317e-06,9.439190762350336e-08,-1.0753268497865065e-06,1.1783071386162192e-05,1.1783071386162192e-05,2000.0,5.0
