Time,Pistoning (suspension_slide),Angle_X,Angle_Y,Angle_Z
0.0010416666666666667,-1.6992978205121467e-12,-0.0,-0.0,-0.0
0.0020833333333333333,-4.053119818936413e-12,-0.0,-0.0,-0.0
0.003125,3.691092570479171e-13,-0.0,-0.0,-0.0
0.004166666666666667,-3.2582825326699094e-12,-0.0,-0.0,-0.0
0.005208333333333333,7.333925133856667e-12,-0.0,-0.0,-0.0
0.0062499999999999995,1.4258323254717764e-12,-0.0,-0.0,-0.0
0.007291666666666666,4.744491258201755e-12,-0.0,-0.0,-0.0
0.008333333333333333,-7.104758404860578e-13,-0.0,-0.0,-0.0
0.009375,1.3444508093624075e-12,-0.0,-0.0,-0.0
0.010416666666666666,-2.791558434064867e-12,-0.0,-0.0,-0.0
0.011458333333333333,1.0031608356497745e-11,-0.0,-0.0,-0.0
0.012499999999999999,-1.5292132794428315e-12,-0.0,-0.0,-0.0
0.013541666666666665,1.1420092302372176e-11,-0.0,-0.0,-0.0
0.014583333333333332,9.869318903787949e-12,-0.0,-0.0,-0.0
0.015624999999999998,8.145786128954668e-12,-0.0,-0.0,-0.0
0.016666666666666666,-1.1107965242063145e-11,-0.0,-0.0,-0.0
0.017708333333333333,2.5569409870668247e-12,-0.0,-0.0,-0.0
0.01875,4.454586005619987e-12,-0.0,-0.0,-0.0
0.019791666666666666,2.8614551700334445e-11,-0.0,-0.0,-0.0
0.020833333333333332,2.944856858366762e-11,-0.0,-0.0,-0.0
0.021875,3.401411444170499e-11,-0.0,-0.0,-0.0
0.022916666666666665,1.402830716173975e-11,-0.0,-0.0,-0.0
0.02395833333333333,7.379027944232064e-11,-0.0,-0.0,-0.0
0.024999999999999998,8.687223163050817e-11,-0.0,-0.0,-0.0
0.026041666666666664,1.2272524663181628e-10,-0.0,-0.0,-0.0
0.02708333333333333,1.270343830128695e-10,-0.0,-0.0,-0.0
0.028124999999999997,1.5382869977820235e-10,-0.0,-0.0,-0.0
0.029166666666666664,1.4873349774013889e-10,-0.0,-0.0,-0.0
0.03020833333333333,1.6598428187464265e-10,-0.0,-0.0,-0.0
0.031249999999999997,1.619356454485299e-10,-0.0,-0.0,-0.0
0.03229166666666666,1.8043525007449546e-10,-0.0,-0.0,-0.0
0.03333333333333333,1.6800047464293755e-10,-0.0,-0.0,-0.0
0.034375,1.9208658275093882e-10,-0.0,-0.0,-0.0
0.03541666666666667,1.8295261139389396e-10,-0.0,-0.0,-0.0
0.03645833333333334,1.958374434840593e-10,-0.0,-0.0,-0.0
0.03750000000000001,1.8721173222768783e-10,-0.0,-0.0,-0.0
0.03854166666666668,2.0207396866922522e-10,-0.0,-0.0,-0.0
0.03958333333333335,1.9536997020175306e-10,-0.0,-0.0,-0.0
0.04062500000000002,2.120270070626873e-10,-0.0,-0.0,-0.0
0.04166666666666669,2.0613094564581047e-10,-0.0,-0.0,-0.0
0.04270833333333336,2.2238402785923483e-10,-0.0,-0.0,-0.0
0.04375000000000003,2.1596487098651806e-10,-0.0,-0.0,-0.0
0.0447916666666667,2.3172730401199715e-10,-0.0,-0.0,-0.0
0.04583333333333337,2.257571352082266e-10,-0.0,-0.0,-0.0
0.04687500000000004,2.4189014680153775e-10,-0.0,-0.0,-0.0
0.04791666666666671,2.3622323541694357e-10,-0.0,-0.0,-0.0
0.04895833333333338,2.950519550903863e-10,-0.0,-0.0,-0.0
0.05000000000000005,2.2603864613390812e-10,-0.0,-0.0,-0.0
0.05104166666666672,2.2395106602512982e-10,-0.0,-0.0,-0.0
0.05208333333333339,1.775214281130033e-10,-0.0,-0.0,-0.0
0.05312500000000006,1.9707920018152691e-10,-0.0,-0.0,-0.0
0.05416666666666673,1.7255397111171078e-10,-0.0,-0.0,-0.0
0.0552083333333334,1.9404168549730372e-10,-0.0,-0.0,-0.0
0.05625000000000007,1.7068552127241787e-10,-0.0,-0.0,-0.0
0.05729166666666674,1.9307833110104866e-10,-0.0,-0.0,-0.0
0.05833333333333341,1.7143664265972802e-10,-0.0,-0.0,-0.0
0.05937500000000008,1.9461708633539132e-10,-0.0,-0.0,-0.0
0.06041666666666675,1.7402984608949623e-10,-0.0,-0.0,-0.0
0.06145833333333342,1.991996151362585e-10,-0.0,-0.0,-0.0
